group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Eurystomus glaucurus,Broad-billed roller,,bait,bait_courtship,use objects (typically used as gizzard stones) as a courtship display,IOU,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Falcunculus frontatus,Crested shriketit,anecdotal,probe,probe_access,probe in crevice with twig for prey,tooling,allocentric,1,twig to crevice,dynamic,,yes,1,no,,Noske 1985; Richards 1971,2,44,Seen in only one animal in each report (two total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Galliform spp.,Gamefowl,,affix,wipe_selfanoint,"apply ants to plumage (""anting"")",IOU,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Garrulus glandarius,Eurasian jay,,affix,wipe_selfanoint,"apply smoke/embers to plumage (a type of ""anting""?)",IOU,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Geospiza conirostris,Española cactus finch,experimental,probe,probe_access,probe in cracks with twig for prey,tooling,allocentric,1,twig to crack,dynamic,,no,,no,,Millikan & Bowman 1967,1,43,Seen in only one captive animal; caged next to woodpecker finches where able to observe their tool use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Grus canadensis,Sandhill crane,anecdotal,wipe,wipe_autogroom,wipe with towel to dry after swimming,tooling,egocentric,1,towel to body,dynamic,,no,,no,,Bartlett & Bartlett 1973,1,50,Seen in only one captive animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Haematopus ostralegus,Eurasian oystercatcher,anecdotal,probe,probe_access,probe crevice with stick  for prey,tooling,allocentric,1,stick to crevice,dynamic,,no,,no,,Olney in Boswall 1978,1,44,Seen in only one captive (zoo) animal on multiple occasions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Haliaeetus leucocephalus,Bald eagle,anecdotal,club,club_hunt,club turtle with stick in beak,tooling,allocentric,1,stick to turtle,dynamic,,no,,no,,Bindner 1968,1,41,Seen in only one captive animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Haliaeetus leucocephalus,Bald eagle,anecdotal,pound,club_hunt,hammer prey with rock,tooling,allocentric,1,rock to prey,dynamic,,no,,no,,Bindner 1968,1,41,Seen in only one captive animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Haliaeetus leucocephalus,Bald eagle,,throw,drop_hunt,throw stone at prey,IOU,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Haliaeetus leucocephalus,Bald eagle,,throw,throw_attention,throw stone at objects (to get attention),IOU,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Hamirostra melanosternon,Black-breasted buzzard,,drop,drop_open,drop stones to break emu eggs,IOU,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Hamirostra melanosternon,Black-breasted buzzard,,throw,throw_open,throw stones to break eggs,IOU,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Laridae spp.,Gulls/ terns,,affix,place_unknown,place stone in nest (when only two eggs instead of three - to make incubation more comfortable?),IOU,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Larus argentatus,Herring gull,,bait,bait_hunt,place food on water as  bait for fish,IOU,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Larus fuscus,Lesser black-backed gull,,bait,bait_hunt,place food on water as  bait for fish,IOU,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Leiothrix lutea,Red-billed leiothrix,anecdotal,wipe,wipe_autogroom,wipe self with leaves after bathing,tooling,egocentric,1,leaf to body,dynamic,,yes,1,no,,Boswall 1978,1,50,Seen in only one captive animal. Pers comm by Gibson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Leptoptilos crumeniferus,Marabou stork,anecdotal,probe,probe_access,probe in tree hole with stick for prey,tooling,allocentric,1,stick to hole,dynamic,,no,,no,,Marshall 1982,1,44,Seen in only one wild animal. Did not extract any insects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Melanerpes uropygialis,Gila woodpecker,,absorb,place_absorb,dip bark to absorb honey to feed fledglings,IOU,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Merops ornatus,Rainbow bee-eater,anecdotal,dig,dig_burrow,excavate sand with stick for burrow,tooling,allocentric,1,stick to sand,dynamic,,yes,1,no,,Chisholm 1954,1,42,Second-hand observation. Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Milvus migrans,Black kite/ Fire hawk,,bait,bait_hunt,place food on water as  bait for fish,IOU,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Milvus migrans,Black kite/ Fire hawk,,drop,drop_ignite,drop burning sticks to spread fire ,IOU,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Neophron percnopterus,Egyptian vulture,anecdotal,club,club_hunt,beat lizard with rock in beak,tooling,allocentric,1,rock to lizard,dynamic,,no,,no,,Boswall 1983; Ilany 1982,2,41,Anonymous report (relayed by Boswall); seen in only one wild animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Neophron percnopterus,Egyptian vulture,,drop,drop_open,drop stones to break ostrich eggs,IOU,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Neophron percnopterus,Egyptian vulture,anecdotal,pound,hammer_open,hammer egg with rock,tooling,allocentric,1,rock to egg,dynamic,,no,,no,,Myers in Boswall 1977,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Neophron percnopterus,Egyptian vulture,,throw,throw_open,throw stones to break eggs,IOU,,,,,,,,,,,,38-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Nestor notabilis,Kea,,contain,scoop_unknown, bale water out with cans/cups (as play?),IOU,,,,,,,,,,,,49,Borderline (goal unclear),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Numenius tahitiensis,Bristle-thighed curlew,,throw,throw_open,throw coral at eggs,IOU,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Nycticorax nycticorax,Black-crowned night heron,,bait,bait_hunt,place food on water as  bait for fish,IOU,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Pandion haliaetus,Osprey,,drop,drop_threat,drop stones on intruders,IOU,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Parus major,Great tit,anecdotal,probe,probe_access,probe bark crevices with pine needle for insect larvae,tooling,allocentric,1,needle to bark,dynamic,,no,,no,,Duyck & Duyck 1984,1,44,Seen in only one animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Passerine spp.,Songbirds,,affix,wipe_selfanoint,"apply ants to plumage (""anting"")",IOU,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Phalacrocorax auritus,Double-crested cormorant,anecdotal,affix,wipe_selfanoint,apply preen oil using a molted feather,tooling,egocentric,2,1) feather to gland 2) feather to body,dynamic,,no,,no,,Meyerriecks 1972,1,51,Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Pica hudsonia,Black-billed magpie,,affix,place_unknown,cover dead magpie with grass,IOU,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Piciform spp.,woodpeckers,,affix,wipe_selfanoint,"apply ants to plumage (""anting"")",IOU,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Poecile gambeli,Mountain chickadee,anecdotal,probe,probe_access,probe tree crack with wood splinter  for prey,tooling,allocentric,1,wood to crack,dynamic,,yes,1,no,,Gaddis 1981,1,47,Seen in only one animal. Did not appear to succeed in acquiring insect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Poecile palustris,Marsh tit,anecdotal,contain,dip_access,dip sticker into food powder to acquire and store,tooling,allocentric,1,sticker to food,dynamic,,yes,1,no,,Clayton & Jolliffe 1996,1,49,"Seen in one captive animal, then learned by the bird in the cage next to it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Poecile rufescens,Chestnut-backed chickadee,anecdotal,pry,pry_access,pry seeds from suet feeder with stick,tooling,allocentric,1,stick to seeds,dynamic,,no,,no,,Salmons & Gough 2007,1,42,Seen in only one wild animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Probosciger aterrimus,Palm cockatoo,,affix,place_wedge,place leaf in between nut and mandible (to keep nut from slipping),IOU,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Probosciger aterrimus,Palm cockatoo,anecdotal,pound,hammer_courtship,drum on tree with stick (as a courtship display),tooling,allocentric,1,stick to tree trunk,dynamic,,yes,,no,,Wood 1984,1,41,**Supported by additional research after Shumaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Pseudoscops clamator,Striped owl,anecdotal,wipe,wipe_allogroom,wipe residue off chicks with leaves,tooling,allocentric,1,leaf to chick,dynamic,,no,,no,,Goodman & Fisk 1973,1,50,Seen in only one captive animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Psittaciform spp.,Parrots,,affix,wipe_selfanoint,"apply ants to plumage (""anting"")",IOU,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Psittacus erithacus,African grey parrot,anecdotal,contain,scoop_access, scoop water to drink with bottle top,tooling,egocentric,1,top to water,dynamic,,no,,no,,Pepperberg & Shive 2001,1,49,Seen in only one experimental captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Psittacus erithacus,African grey parrot,,contain,scoop_unknown, bale water out with tobacco pipe,IOU,,,,,,,,,,,,,Borderline (goal unclear),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Psittacus erithacus,African grey parrot,observational,scratch,scratch_autogroom,scratch self with stick/other objects,tooling,egocentric,1,stick to body,dynamic,,yes,1,no,,"Smith 1971; Boswall 1977b, 1978, 1983a, 1983b; Janzen, Janzen & Pond 1976",6,47-48,"Manufacture seen in two different animals (one tore splinters off posts in cage, another removed bark from twig)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Pteroglossus erythropygius,Pale-mandibled aracari,anecdotal,probe,probe_access,probe crevice with twig  for prey,tooling,allocentric,1,twig to crevice,dynamic,,yes, 1-2,no,,Berg in Skutch 1996,1,44,"Seen in only one animal. In addition to detaching, removed twiglet protrusions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Ptilonorhynchus spp.,Bowerbirds,,bait,bait_courtship,hold bower decorations in bill and toss at females,IOU,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Ptilonorhynchus violaceus,Satin bowerbird,observational,affix,place_decor,"""paint"" bower using wadded bark as brush",tooling,allocentric,2,"1) bark to ""paint"" 2) bark to bower ",dynamic,,yes, 1-2,no,,Chaffer 1931; Frith and Frith 2004; Gannon 1930; Marshall 1954,4,51-52,"not certain if wad of bark functions only to hold more paint in the beak, or if it is also used to apply paint. Detach fibers from bark then form into pellets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Ptilonorhynchus violaceus,Satin bowerbird,,affix,place_decor,"""paint"" bower by applying various items (e.g. masticated charcoal, mud etc)",IOU,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Ptilonorhynchus violaceus,Satin bowerbird,,block,hold_plug,use wad of bark as a stopper for fluid in beak,IOU,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Rynchops niger,Black skimmer,,drag,dig_selfhide,kick sand to dig hole and camouflage,IOU,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sericulus spp.,Bowerbirds,,affix,place_decor,"""paint"" bower by applying various items (e.g. masticated charcoal, mud etc)",IOU,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sericulus spp.,Bowerbirds,,bait,bait_courtship,hold bower decorations in bill and toss at females,IOU,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sitta carolinensis,White-breasted nuthatch,anecdotal,pry,pry_remove,pry bark from tree with bark scale (to expose prey),tooling,allocentric,1,bark to bark,dynamic,,no,,no,,Mitchel 1993,1,42,Seen in only one animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sitta carolinensis,White-breasted nuthatches,,affix,place_scent,"""sweep"" nest with crushed insects held in beak",IOU,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sitta pusilla,Brown-headed nuthatch,observational,pry,pry_remove,pry bark from tree with bark scale (to expose prey),tooling,allocentric,1,bark to bark,dynamic,,yes,1,no,,Morse 1968; Pranty 1995; Withgott & Smith (in Kingery & Ghalambor 2010,3,42,"Carried tools from tree to tree. used only on pine species with flaky bark, and most common when their common food (pine seeds) not abundant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sitta pygmaea,Pygmy nuthatch,anecdotal,probe,probe_access,probe crevice with twig  for prey,tooling,allocentric,1,twig to crevice,dynamic,,no,,no,,Pranty 1995,1,47,Seen in only one animal. Pers. comm from S. Russell et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sitta spp.,Nuthatches,,affix,place_hide,cover stored food with bark,IOU,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Sturnus vulgaris,Starling,anecdotal,dig,probe_access,rake through grass/dirt with twig (to forage),tooling,allocentric,1,twig to grass,dynamic,,no,,no,,Niemeyer & Kingery 2003,1,42,Seen in only one animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Turdus merula,Common blackbird,anecdotal,dig,dig_access,dig through snow with twig (for food),tooling,allocentric,1,twig to snow,dynamic,,no,,no,,Priddey 1977,1,42,Seen in only one animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birds,Turdus migratorius,American robin,anecdotal,dig,probe_access,dig through leaves with twig for ants to rub into plumage,tooling,allocentric,1,twig to leaves,dynamic,,no,,no,,Potter 1970,1,42,Seen in only one animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Aequidens paraguayensis,Cichlid,,contain,contain_hold,transport eggs on leaves,IOU,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Colisa chuna,Honey gourami,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Colisa fasciata,Striped gourami,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Colisa fasciata × lalia,Striped X Dwarf gourami,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Colisa lalia,Dwarf gourami,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Hoplosternum thoracatum,Brown hoplo catfish,,contain,contain_hold,transport eggs on leaves,IOU,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Myliobatoidei spp.,Stingrays,,throw,spit_uncover,use water jets to reveal prey in sand,IOU,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Potamotrygon castexi,Vermiculate river stingray,,throw,swim_flush,make a water current to force food out,IOU,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Selachimorpha spp.,Sharks,,throw,spit_uncover,use water jets to reveal prey in sand,IOU,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Toxotes chatareus,Sevenspot archerfish,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Toxotes jaculatrix,Banded archerfish,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,Trichogaster trichopterus,Three spot gourami,,throw,spit_hunt,shoot water at prey,IOU,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,absorb,place_absorb,"using rope, coconut fibers or tower to liquid for drinking",IOU,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,absorb,place_absorb,"using leaves, grass, and straw to form a sponge for dipping into water",IOU,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,affix,place_adorn,draping various materials on the body as decoration,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,affix,place_comfort,collecting and placing straw and other materials to provide a cushion on which to sit,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,affix,place_play,draping various materials on the body for play,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,affix,place_protect,holding straw in hands and feet when walking on snow,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,affix,place_shelter,draping various materials on the body for warmth,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,affix,slap_dominance,collecting water in cupped hands to increase intensity of chest beating during display,IOU,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,bait,bait_attract,use branches as lures for infant,IOU,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,experimental,bait,trade_reward,token exchange,IOU,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,block,block_flood,using sticks as wedges in water dispensers to cause the water to run continuously,tooling,allocentric,1,stick to dispenser,dynamic,,no,,no,,S. woods 1992,1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,brandish,wave_dominance,brandish or wave objects during display,IOU,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,club,club_threat,trying to hit animal with stick,IOU,allocentric,1,stick to animal,dynamic,,no,,no,,"B. Blaine, unpub. Data; S. Parker et al. 1999; Fontaine, Moisson, and Wickings 1995; Woods 1992",4,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,contain,contain_hold,using container for water or regurgitated food,IOU,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,contain,contain_hold,using a box or chair as a table or tray for food,IOU,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,dig,dig_unknown,digging in soil with stick,tooling,allocentric,1,stick to soil,dynamic,,no,,no,,Pettit 1997; Woods 1995,2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,drag,slap_dominance,augmenting display by slapping water,IOU,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,drop,drop_threat,dropping branches on humans,IOU,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,jab,jab_destroy,"jab at screens, windows, and other vulnerable parts of the enclosure with chopsticks and other objects",tooling,allocentric,1,stick to surface,dynamic,,no,,no,,Patterson and Linden 1981; Pettit 1997,2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,jab,jab_threat,attempt to stab human with stick,IOU,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,experimental,pound,hammer_dislodge,hit the testing apparatus with a stick to release food,tooling,allocentric,1,stick to apparatus,dynamic,,no,,no,,Natale 1989,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,pound,hammer_dislodge,hit an overhead branch with a tool to knock down leaves,tooling,allocentric,1,stick to leaves,dynamic,,no,,no,,Nakamichi 1999,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,anecdotal,pound,hammer_dislodge,hammer log to dislodge embedded food,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Patterson 1985,3,131,Enculturated gorilla Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Gorilla spp,Gorilla,observational,pound,hammer_dominance,pounding objects together/on surfaces to make noise in display,tooling,allocentric,1,object to objet,dynamic,,no,,no,,"J. Go?mez 1999; Nierentz 2007; R. Shumaker, pers. obs.; Vancatova 2008; S. Woods 1995 ",5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
