group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,pound,hammer_dominance,bang stones or hard fruits on surfaces in acoustic displays  aggressively,tooling,allocentric,1,object to surface,dynamic,,no,,no,,"Moura 2007; J. D. Anderson, Owren, and Boinski 2007",2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational/experimental,pound,hammer_open,use stone hammer to open nuts,tooling,allocentric,1,hammer to nut,dynamic,,no,,no,,"Bandres, Campos, and Llavona 1989; Urbani 1998",2,77,Many of the following could be combined into one row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,pound,hammer_open,hammer oyster open with stone,tooling,allocentric,1,hammer to oyster,dynamic,,no,,no,,Dampier (in Hill 1960); Jennison 1927; Romanes 1892; Fernandes 1991,4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,anecdotal,pound,hammer_open,pound encased food on hard surface,IOU,allocentric,1,nut to surface,dynamic,,no,,no,,Garner 1892,1,80,Single case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,pound,hammer_open,"use hard objects (bone fragments, stone or branch) as hammer and chisel to process food",tooling,allocentric,2,1) chisel to target 2) hammer to chisel,static,dynamic,no,,yes,concurrent,"Westergaard and Suomi 1994d, 1994e; Westergaard et al. 1996",3,"80,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,pound,hammer_unknown,bang stones or hard fruits on surfaces in acoustic displays  for non-aggressive unknown reasons,tooling,allocentric,1,object to surface,dynamic,,no,,no,,"Moura 2007; J. D. Anderson, Owren, and Boinski 2007",2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,,prop,prop_access,balance and climb sticks/boxes to reach food,IOU,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,pry,pry_access,pry box lids open with spoon or stick,tooling,allocentric,1,spoon/stick to lid,dynamic,,no,,no,,Rengger 1830; Romanes 1892; Jalles-Filho 1995; Fredman and Whiten 2008,4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,anecdotal,pry,pry_remove,use stick to roll over piece of wood,tooling,allocentric,1,stick to wood,dynamic,,no,,no,,Rengger 1830,1,80,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,anecdotal,pry,pry_remove,use racket handle to dislodge food container,tooling,allocentric,1,handle to container,dynamic,,no,,no,,Rensch 1973,1,80,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,anecdotal,pry,pry_remove,pry open enclosure door with stick,tooling,allocentric,1,stick to door,dynamic,,no,,no,,Sutton 1982,1,80,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,anecdotal,reach,reach_access,reach for objects outside cage with cloth towel,tooling,allocentric,1,towel to object,dynamic,,no,,no,,Gibson 1990,1,82,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational/experimental,reach,reach_access,use variety of objects to reach/rake in inaccessible reward,tooling,allocentric,1,object to target,dynamic,,yes,1,no,,"Anderson and Henneman 1994; Bates in Hobhouse 1926; Belt 1874; Belt in Romanes 1892; Bierens de Haan 1931; Chevalier-Skolnikoff 1989; Cooper and Harlow 1961; Cope in Bierens de Haan 1931; Eisentraut 1933; Garner 1892; Giudice and Pav. 2007; Harlow 1951; Johnson 1996; Klu?ver 1933, 1937; Krieg 1930; Romanes 1892; Warden, Koch, and Fjeld 1940; Potì et al. 1990, 1991; Byrne and Suomi 2004; Bierens
 de Haan 1931; Harlow 1951; Klu?ver 1933",24,82-83,"Detach branch (Kluver), or extend telescopic aerial (Anderson & Henneman)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,observational,reach,reach_assess,use sticks to assess pool depth,tooling,allocentric,1,stick to bottom of pond,dynamic,,no,,no,,Giudice and Pavé 2007,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,,symbolize,trade_reward,use tokens in exchange for food or tools,IOU,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae (unspecified),Capuchin monkey,,wipe,wipe_unknown,use cloth to sweep debris from cage (unknown purpose),IOU,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkey,,affix,wipe_selfanoint,anoint with odorous objects/substances,IOU,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkey,observational/experimental,dig,dig_access,dig up food with stones/sticks,tooling,allocentric,1,stone/stick to earth,dynamic,,no,,no,,"Mannu and Ottoni 2009; Moura 2002, 2003; Moura and Lee 2004a, 2004b, 2004c; Giudice and Pavé 2007; Westergaard and Suomi 1995b; Chevalier-Skolnikoff 1989",9,80-81,"All Cebus apella, except cannot find species for Chevalier ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkey,observational/experimental,pound,hammer_open,hammer nut/seed on anvil,tooling,allocentric,2,1) nut to anvil 2) hammer to nut,static,dynamic,no,,no,,"Canale et al. 2009; de Resende and Ottoni 2002; Alonso 2006; Fragaszy et al. 2004; Langguth and Alonso 2006; Fragaszy et al. 2004; Langguth and Alonso 1997; Mannu and Ottoni 1999; Ottoni, de Resende, Resende, and Izar 2005; Ottoni and Mannu 2001, 2003; Ottoni, Mannu, and de Resende 2002; Souza, Mendes, and da Silva 2002; Visalberghi 2004, 2006; Visalberghi et al. 2004, 2006; Rocha, dos Reis, and Sekiama 1998",18,77,note: The above and this one could be supplemented with a whole paragraph from page 79 describing the same thing but all in captivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkey,observational,pound,hammer_open,use nuts as hammer to open nuts,tooling,allocentric,1,hammer to nut,dynamic,,no,,no,,Visalberghi et al. 2009a; Struhsaker and Leland 1977,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkey,observational/experimental,probe,probe_access,"probe for food/water with plant parts (vines, branches, sticks)",tooling,allocentric,1,object to target,dynamic,,yes,2,no,,"Jay 1968; Chevalier-Skolnikoff 1990; Mannu and Ottoni 2005, 2009; Moura 2002, 2003; Moura and Lee 2004a, 2004b, 2004c; Mannu and Ottoni 2009; J. R. Anderson and Henneman 1994; J. R. Anderson, Lamarque, and Fagot 1996; Bortolini and Bicca-Marques 2007; Cleveland et al. 2004; Costello 1987; M. Dubois 2001; M. Dubois et al. 2001; T. Evans and Westergaard 2006; Flemming, Rattermann, and Thompson 2006; Fragaszy and Adams-Curtis 1991; Fragaszy, Vitale, and Ritchie 1994; Lavallee 1999; Westergaard 1991; Westergaard and Fragaszy 1987a, 1987b; Westergaard, Kuhn, and Suomi 1998a, 1998b; Westergaard and Suomi 1994b, 1994c, 1994g, 1995a; Westergaard et al. 1997, 1998c; Wojciechowski 2007; Harlow 1951; Klu?ver 1933, 1937; Visalberghi and Limongelli 1991, 1992, 1994; Visalberghi and Trinca 1989, 1990; Visalberghi and Trinca 1989",43,83,"Detach pieces of vegetation, such as stick from a larger branch, then remove other projections. Bortolini ref: capuchin held twig against large stone and then pounded the end with a small stone.Anderson ref: unbent a piece of wire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkeys,,throw,throw_play,throw objects at agents (play context),IOU,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkeys,,throw,throw_reward,throw objects at food,IOU,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkeys,,throw,throw_share,throw food to conspecifics/humans,IOU,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Capuchin monkeys,,throw,throw_threat,throw objects at agents (agonistic context),IOU,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebinae spp.,Tufted capuchin,,throw,throw_threat,throw excreta at humans,IOU,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,observational,absorb,dip_absorb,use vines to collect water from inaccessible tree cavities,tooling,allocentric,1,Vine to water,dynamic,,no,,no,,Mannu and Ottoni 2005,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,,absorb,place_absorb,"absorb liquids (water, juice, runny eggs) with material",IOU,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,,affix,place_press,activate watering device by placing stones against drinking tube,IOU,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,observational/experimental,cut,cut_access,use stones and other objects to access encased food,tooling,allocentric,1,object to casing,dynamic,,yes,1,no,,"Westergaard et al. 1997; Westergaard and Suomi 1994d, 1994e, 1994f, 1995a, 1995d, 1997a, 1997c; Jalles-Filho 1995",9,84,"Strike stone against apparatus, use resulting flake to cut; refers specifically to Westergaard Suomini 1994d. Same study, capuchin also made cutting tools from bamboo. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,observational,cut,cut_reduce,cut food with flattened stones,tooling,allocentric,1,stone to food,dynamic,,no,,no,,Mannu and Ottoni 2009,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,,jab,jab_threat,attempted stabbing of possum (no contact made),IOU,,,,,,,,,,,,81,no contact made with possum; single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,observational,pound,hammer_open,use sticks as hammer to open nuts,tooling,allocentric,1,hammer to nut,dynamic,,no,,no,,Ottoni and Mannu 2001,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,experimental,probe,pry_access,crack nut with stone and use stick to extract from the shell,tooling,allocentric,2,1) stone to nut 2) stick to nut,dynamic,dynamic,no,,yes,sequential,Westergaard and Suomi 1993b,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,anecdotal,pry,pry_autogroom,remove sutures with stick,tooling,egocentric,1,stick to sutures,dynamic,,no,,no,,Westergaard and Fragaszy 1987b,1,80,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,anecdotal,pry,pry_remove,use stick to dislodge box with predator inside,tooling,allocentric,1,stick to box,dynamic,,yes,1,no,,"Vitale, Visalberghi, and DeLillo 1991",1,80,Single subject; detach sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,anecdotal,reach,probe_allogroom,use stick to remove debris from infant wound,tooling,allocentric,1,stick to conspecific,dynamic,,no,,no,,Westergaard and Fragaszy 1987b; Ritchie and Fragaszy 1988,2,82,"Single subject (x2 reports). Chewed (modified) end of stick to create-brushlike end, although used both ends to treat wounds. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] apella,Tufted capuchin,anecdotal,reach,scratch_autogroom,use stick to groom self,tooling,egocentric,1,stick to body,dynamic,,yes,1,no,,Westergaard and Fragaszy 1987b,1,82,"Single subject, coated the stick with syrup before grooming. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus [Sapajus] spp.,Capuchin monkey,observational,pound,hammer_open,"use stones to hammer open tough skinned-fruit, seeds, dry tubers and branches",tooling,allocentric,1,hammer to food,dynamic,,no,,no,,"Boinski, Quatrone, and Swartz 2000; Mannu and Ottoni 2005, 2009; Moura 2002; Waga et al. 2006; Moura 2003; Moura and Lee 2004a, 2004b, 2004c",9,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus apella,Tufted capuchin,,bait,trade_reward,exchange tokens for food,IOU,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus capucinus imitator,White-faced capuchin,anecdotal,jab,jab_play,jab at conspecific during play,tooling,allocentric,1,stick to conspecific,dynamic,,yes,1,no,,Chevalier-Skolnikoff 1990,1,81,Single subject; degree of contact unclear. Detach branch first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus spp.,Capuchin monkey,observational,club,club_threat,club threats with objects,tooling,allocentric,1,object to threat,dynamic,,yes,1,no,,Chippendale (in Kortlandt and Kooij 1963); Boinski 1988; Giudice and Pavé 2007; Mannu and Ottoni 2009; Chevalier-Skolnikoff 1990; Romanes 1892; Cooper and Harlow 1961; Chevalier-Skolnikoff 1989,8,76,Detach branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Cebus spp.,Capuchin monkeys,,drop,drop_threat,break and drop branches/objects on threats,IOU,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Lagothrix lagotricha,Woolly monkey,,hang,hang_play,use rope as swing,IOU,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Lagothrix lagotricha,Woolly monkey,,throw,throw_threat,throw excreta at humans,IOU,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Leontopithecus rosalia rosalia,Golden lion tamarin,observational,reach,probe_access,use sticks/radio antennae to extract insects from tree bark,tooling,allocentric,1,stick to bark,dynamic,,yes,1,no,,Stoinski and Beck 2001,1,81-82,Detach branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Leontopithecus rosalia rosalia,Golden lion tamarin,observational,reach,probe_allogroom,use sticks/radio antennae to groom partner,tooling,allocentric,1,stick to partner,dynamic,,yes,1,no,,Stoinski and Beck 2001,1,81,Detach branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Leontopithecus rosalia rosalia,Golden lion tamarin,observational,reach,scratch_autogroom,use sticks/radio antennae to groom self,tooling,egocentric,1,stick to body,dynamic,,no,,no,,Stoinski and Beck 2001,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Pithecia spp.,Saki monkeys,,drop,drop_threat,drop branches on pursuing humans,IOU,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Saimiri sciureus,Squirrel monkey,,affix,wipe_selfanoint,urine washing,IOU,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Saimiri sciureus,Squirrel monkey,,contain,contain_hold,use PVC caps to contain water or pieces of food,IOU,,,,,,,,,,,,86,Unclear if they used to  scoop up water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Saimiri sciureus,Squirrel monkey,anecdotal,reach,wipe_clear,sweep food across ground with stick to dislodge ants from food,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Kortlandt and Kooij 1963,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Saimiri spp.,Squirrel monkeys,,drop,drop_threat,drop branches on pursuing humans,IOU,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Sapajus cay [Cebus paraguayanus],Hooded capuchin,anecdotal,pry,pry_remove,pry mesh from wall with stick,tooling,allocentric,1,stick to mesh,dynamic,,no,,no,,Giudice and Pav. 2007,1,80,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nw_monkeys,Sapajus cay [Cebus paraguayanus],Hooded capuchin,anecdotal,reach,pry_autogroom,use straw to remove splinter,tooling,egocentric,1,Straw to embedded splinter,dynamic,,no,,no,,Giudice and Pav. 2007,1,82,Single subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercocebus agilis,Agile mangabey,anecdotal,reach,reach_access,reach food with stick,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Guillaume & Meyerson 1934,1,94,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercocebus atys,Sooty mangabey,anecdotal,scratch,scratch_allogroom,rub stone/twig/objects to groom infant/conspecific,tooling,allocentric,1,stone to infant,dynamic,,no,,no,,Kyes 1988,1,99,Seen in three captive animals in same group - possibly cultural.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercocebus atys,Sooty mangabey,anecdotal,scratch,scratch_autogroom,scratch self with stick,tooling,egocentric,1,stick to self,dynamic,,yes, 1-2,no,,Galat-Luong 1984,1,98,Remove leaves from stick and/or break if too long. scratched with stick in each hand at same time (head and back) - photo of this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercocebus spp.,Mangabeys,anecdotal,dig,dig_enlarge,dig insect nest entrance with stick,tooling,allocentric,1,stick to nest,dynamic,,no,,no,,Jobaert in Kortlandt & Kooij 1963,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercocebus spp.,Mangabeys,,throw,throw_threat,throw objects,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercopithecus ascanius,Red-tailed monkey,,wipe,wipe_autogroom,wipe fingers against leaf,IOU,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercopithecus spp.,Guenons,,bait,bait_attract,bait dog with piece of bread,IOU,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercopithecus spp.,Guenons,,drop,drop_threat,drop branches on humans,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Cercopithecus spp.,Guenons,,throw,throw_threat,throw sand at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Ceropithecus campbelli,Campbell's mona monkey,anecdotal,scratch,scratch_autogroom,scratch self with stick/other objects,tooling,egocentric,1,stick to self,dynamic,,yes,1,no,,Galat-Luong 1984,1,98,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Chlorocebus aethiops,Grivet monkey,,absorb,place_absorb,place plant pods into cavities to absorb moisture,IOU,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Chlorocebus aethiops,Grivet monkey,anecdotal,reach,reach_access,reach food using sticks/tools,tooling,allocentric,1,stick to grass,dynamic,,no,,no,,Horwich pers. comm; Pollack 1998,2,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Chlorocebus aethiops,Grivet monkey,anecdotal,scratch,scratch_autogroom,scratch self with stick,tooling,egocentric,1,stick to self,dynamic,,no,,no,,Galat-Luong 1984,1,98,Seen in one captive animal. May have learned from observing another captive animal (Campbell's mona monkey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Chlorocebus sabaeus,Green monkey,,contain,contain_hold,use peanut shells as water containers,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Colobus spp.,Colobus monkeys,anecdotal,dig,dig_enlarge,dig insect nest entrance with stick,tooling,allocentric,1,stick to nest,dynamic,,no,,no,,Jobaert in Kortlandt & Kooij 1963,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Colobus spp.,Colobus monkeys,,drop,drop_threat,drop branches/twigs on humans,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Erythrocebus patas,Patas monkey,,drop,drop_threat,drop sticks/stones/debris on humans,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Erythrocebus patas,Patas monkey,experimental,reach,reach_access,reach food with stick,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Gatinot 1974,1,94,Seen in only one captive animal. Simple experiments conducted with it after ability shown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Erythrocebus patas,Patas monkey,,throw,throw_threat,throw objects,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Lophocebus spp.,Mangabeys,anecdotal,dig,dig_enlarge,dig insect nest entrance with stick,tooling,allocentric,1,stick to nest,dynamic,,no,,no,,Jobaert in Kortlandt & Kooij 1963,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca (unspecified),Macaque,experimental,reach,reach_access,reach reward with rakes,tooling,allocentric,1,rake to reward,dynamic,,yes,1,no,,"Escola et al. 2004a, 2004b; Iriki, Tanaka, &Iwamura 1996a; Obayashi et al. 2000, 2001a; Verlaine& Gallis (in Hooton 1942 and in Spence 1937)",6,95-96,Various studies with unspecified macaque species. One unidentified macaque studied by Verlaine & Gallis is said to have deatched branches for use as reaching tool (anecdotal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca cyclopis,Formosan rock macaque,,brandish,shake_threat,shake branches at conspecifics,IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca cyclopis,Formosan rock macaque,,drop,drop_threat,drop objects on predators,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca cyclopis,Formosan rock macaque,,throw,throw_threat,throw rocks at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,affix,place_protect,place leaves on insects before rubbing them,IOU,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
