row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison
598,231,"Neadle, Allritz, Tennie",2017,Food cleaning in gorillas: Social learning is a possibility but not a necessity,PLOS ONE,Western gorilla,5,4,1,adult,Wolfgang Köhler Primate Research Center,no,NA,no
599,252,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,chimpanzee,16,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
600,252,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,bonobo,7,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
601,252,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,Western gorilla,4,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
602,252,"Schmid, Karg, Perner, Tomasello",2017,Great apes are sensitive to prior reliability of an informant in a gaze following task,PLOS ONE,orangutan,6,NA,NA,NA,Wolfgang Köhler Primate Research Center,no,NA,yes
603,107,"Perdue, Evans, Beran",2018,"Chimpanzees show some evidence of selectively acquiring information by using tools, making inferences, and evaluating possible outcomes",PLOS ONE,chimpanzee,3,1,0,adult,Language Research Center,no,NA,no
604,441,"Acikalin, Watson, Fitzsimons, Platt",2018,Rhesus macaques form preferences for brand logos through sex and social status based advertising,PLOS ONE,rhesus macaque,10,5,0,adult,Duke University,no,NA,no
605,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,bonobo,6,4,0,adult,Kumamoto Sanctuary,no,NA,yes
606,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,bonobo,6,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
607,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,chimpanzee,6,5,0,mixed,Kumamoto Sanctuary,no,NA,yes
608,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,chimpanzee,15,9,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
609,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,orangutan,7,4,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
610,419,"Kano, Shepherd, Hirata, Call",2018,"Primate social attention: Species differences and effects of individual experience in humans, great apes, and macaques",PLOS ONE,rhesus macaque,7,0,1,adult,Rockefeller University,no,NA,yes
611,44,"Matsuno, Fujita",2018,Body inversion effect in monkeys,PLOS ONE,tufted capuchin,4,2,0,adult,Primate Research Institute,no,NA,no
612,338,"Tiddi, Heistermann, Fahy, Wheeler",2018,Male resource defense mating system in primates? An experimental test in wild capuchin monkeys,PLOS ONE,tufted capuchin,12,12,NA,adult,Iguazú Falls National Park,no,NA,no
613,213,"Wilson, Tomonaga",2018,Exploring attentional bias towards threatening faces in chimpanzees using the dot probe task,PLOS ONE,chimpanzee,8,6,NA,adult,Primate Research Institute,no,NA,no
614,288,"Gazes, Lutz, Meyer, Hassett, Hampton",2019,"Influences of demographic, seasonal, and social factors on automated touchscreen computer use by rhesus monkeys (Macaca mulatta) in a large naturalistic group",PLOS ONE,rhesus macaque,128,88,0,mixed,Yerkes National Primate Research Center,no,NA,no
615,180,"Schubiger, Kissling, Burkart",2019,Does opportunistic testing bias cognitive performance in primates? Learning from drop-outs,PLOS ONE,common marmoset,27,14,0,adult,Anthropological Institute Primate Research Station,no,NA,yes
616,180,"Schubiger, Kissling, Burkart",2019,Does opportunistic testing bias cognitive performance in primates? Learning from drop-outs,PLOS ONE,common squirrel monkey,8,0,0,adult,Anthropological Institute Primate Research Station,no,NA,yes
617,391,"Laumer, Auersperg, Bugnyar, Call",2019,Orangutans (Pongo abelii) make flexible decisions relative to reward quality and tool functionality in a multi-dimensional tool-use task,PLOS ONE,orangutan,6,4,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
618,273,"Schnoell, Dittmann, Fichtel",2014,Human-introduced long-term traditions in wild redfronted lemurs?,Animal Cognition,red lemur,29,14,NA,mixed,German Primate Center research station,no,NA,no
619,519,"Rakotonirina, Kappeler, Fichtel",2016,The role of acoustic signals for species recognition in redfronted lemurs (Eulemur rufifrons),BMC Evolutionary Biology,red lemur,37,19,NA,mixed,German Primate Center research station,no,NA,no
620,520,"Rakotonirina, Kappeler, Fichtel",2018,The role of facial pattern variation for species recognition in redfronted lemurs (Eulemur rufifrons),BMC Evolutionary Biology,red lemur,15,8,NA,adult,German Primate Center research station,no,NA,no
621,27,"Henke-von der Malsburg, Fichtel",2018,Are generalists more innovative than specialists? A comparison of innovative mouse lemur species,Royal Society Open Science,gray mouse lemur,36,11,NA,mixed,German Primate Center research station,no,NA,yes
622,27,"Henke-von der Malsburg, Fichtel",2018,Are generalists more innovative than specialists? A comparison of innovative mouse lemur species,Royal Society Open Science,Madame Berthe's mouse lemur,9,9,NA,mixed,German Primate Center research station,no,NA,yes
623,327,"Huebner, Fichtel, Kappeler",2018,Linking cognition with fitness in a wild primate: fitness correlates of problem-solving performance and spatial learning ability,Philosophical Transactions of the Royal Society B,gray mouse lemur,97,44,NA,mixed,German Primate Center research station,no,NA,no
624,296,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,ring-tailed lemur,29,14,0,mixed,Affenwald Straußberg,no,NA,yes
625,296,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,gray mouse lemur,16,9,0,mixed,Affenwald Straußberg,no,NA,yes
626,296,"Kittler, Kappeler, Fichtel",2018,"Instrumental Problem-Solving Abilities in Three Lemur Species (Microcebus murinus, Varecia variegata, and Lemur catta)",Journal of Comparative Psychology,black-and-white ruffed lemur,13,6,0,mixed,Affenwald Straußberg,no,NA,yes
627,467,"Padrell, Gómez-Martínez, Llorente",2019,Short and long-term temporal consistency of hand preference in sanctuary chimpanzees (Pan troglodytes) for unimanual and bimanual coordinated tasks,Behavioural Processes,chimpanzee,7,7,12,mixed,Fundació Mona,yes,yes,no
628,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,white-faced saki,3,1,NA,NA,Faunia Zoo,no,NA,yes
629,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,golden lion tamarin,2,0,NA,adult,Faunia Zoo,no,NA,yes
630,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,white-faced marmoset,2,1,NA,adult,Faunia Zoo,no,NA,yes
631,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,pygmy slow loris,2,1,NA,adult,Faunia Zoo,no,NA,yes
632,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,common marmoset,3,0,NA,adult,Faunia Zoo,no,NA,yes
633,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,cotton-top tamarin,2,1,NA,adult,Faunia Zoo,no,NA,yes
634,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,emperor tamarin,2,0,NA,NA,Faunia Zoo,no,NA,yes
635,381,"Fernández-Lázaro, Latorre, Alonso-García, Núñez",2019,"Nonhuman primate welfare: Can there be a relationship between personality, lateralization and physiological indicators?",Behavioural Processes,pygmy marmoset,2,1,NA,adult,Faunia Zoo,no,NA,yes
636,306,"Tecwyn, Denison, Messer, Buchsbaum",2017,Intuitive probabilistic inference in capuchin monkeys,Animal Cognition,tufted capuchin,19,6,NA,mixed,Edinburgh Zoo,no,NA,no
637,448,"Taubert, Weldon, Parr",2017,Robust representations of individual faces in chimpanzees (Pan troglodytes) but not monkeys (Macaca mulatta),Animal Cognition,chimpanzee,5,2,NA,adult,Yerkes National Primate Research Center,no,NA,no
638,448,"Taubert, Weldon, Parr",2017,Robust representations of individual faces in chimpanzees (Pan troglodytes) but not monkeys (Macaca mulatta),Animal Cognition,rhesus macaque,5,3,NA,adult,Yerkes National Primate Research Center,no,NA,no
639,66,"Cohen, Santos",2017,Capuchins (Cebus apella) fail to show an asymmetric dominance effect,Animal Cognition,tufted capuchin,7,4,NA,adult,Comparative Cognition Laboratory at Yale,no,NA,no
640,245,"Truppa, Carducci, De Simone, Bisazza, De Lillo",2017,Global/local processing of hierarchical visual stimuli in a conflict–choice task by capuchin monkeys (Sapajus spp.),Animal Cognition,tufted capuchin,6,3,NA,adult,ISTC-CNR Primate Centre,no,NA,no
641,74,"Hassett, Hampton",2017,Change in the relative contributions of habit and working memory facilitates serial reversal learning expertise in rhesus monkeys,Animal Cognition,rhesus macaque,6,0,NA,adult,Yerkes National Primate Research Center,no,NA,no
642,295,"Renner, Abramo, Hambright, Phillips",2017,Insightful problem solving and emulation in brown capuchin monkeys,Animal Cognition,tufted capuchin,7,4,NA,mixed,Southwest National Primate Center,no,NA,no
643,128,"van Leeuwen, Call",2017,Conservatism and “copy-if-better” in chimpanzees (Pan troglodytes),Animal Cognition,chimpanzee,12,6,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no
644,573,"Rayburn-Reeves, James, Beran",2017,Within-session reversal learning in rhesus macaques (Macaca mulatta),Animal Cognition,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,no
645,64,"Essler, Schwartz, Rossettie, Judge",2017,Capuchin monkeys’ use of human and conspecific cues to solve a hidden object-choice task,Animal Cognition,tufted capuchin,10,6,NA,mixed,Bucknell University,no,NA,no
646,168,"Sirianni, Wittig, Gratton, Mundry, Schüler, Boesch",2018,Do chimpanzees anticipate an object’s weight? A field experiment on the kinematics of hammer-lifting movements in the nut-cracking Taï chimpanzees,Animal Cognition,chimpanzee,16,8,NA,mixed,Taï National Park,no,NA,no
647,444,"Hoffman, Beran, Washburn",2018,Rhesus monkeys (Macaca mulatta) remember agency information from past events and integrate this knowledge with spatial and temporal features in working memory,Animal Cognition,rhesus macaque,8,8,NA,adult,Language Research Center,no,NA,no
648,138,"Nakata, Eifuku, Tamura",2018,Crucial information for efficient face searching by humans and Japanese macaques,Animal Cognition,Japanese macaque,2,1,NA,adult,University of Toyama,no,NA,no
649,310,"Perdue, Brown",2018,Irrational choice behavior in human and nonhuman primates,Animal Cognition,tufted capuchin,7,3,NA,NA,Language Research Center,no,NA,no
650,310,"Perdue, Brown",2018,Irrational choice behavior in human and nonhuman primates,Animal Cognition,rhesus macaque,7,0,NA,NA,Language Research Center,no,NA,no
651,548,"Heimbauer, Conway, Christiansen, Beran, Owren",2018,Visual artificial grammar learning by rhesus macaques (Macaca mulatta): exploring the role of grammar complexity and sequence length,Animal Cognition,rhesus macaque,2,0,NA,adult,Language Research Center,no,NA,no
652,281,"Kato, Yokoyama, Kawasaki,Takeda, Koike, Onoe, Iriki",2018,Individual identity and affective valence in marmoset calls: in vivo brain imaging with vocal sound playback,Animal Cognition,common marmoset,8,0,NA,adult,RIKEN Center for Brain Science,no,NA,no
653,527,"Tia, Viaro, Fadiga",2018,Tool-use training temporarily enhances cognitive performance in long-tailed macaques (Macaca fascicularis),Animal Cognition,long-tailed macaque,6,2,NA,adult,University of Ferrara,yes,partial,no
654,103,"Watson, Lambeth, Schapiro, Whiten",2018,Chimpanzees prioritise social information over pre-existing behaviours in a group context but not in dyads,Animal Cognition,chimpanzee,57,34,2,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
