row,studyID,authors,year,title,journal,species,n,female,dropout,age,site,attempt_replication,successful_replication,species_comparison
704,214,"Parrish, Afrifa, Beran",2018,Exploring Decoy Effects on Computerized Task Preferences in Rhesus Monkeys (Macaca mulatta),Animal Behavior and Cognition,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,no
705,354,"Gazes, Chee, Hampton",2018,"Monkeys Choose, but do not Learn, through Exclusion",Animal Behavior and Cognition,rhesus macaque,6,0,NA,adult,Yerkes National Primate Research Center,no,NA,no
706,432,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,chimpanzee,9,3,4,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
707,432,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,bonobo,7,5,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
708,432,"Lewis, Berntsen, Call",2018,Remembering Past Exchanges: Apes Fail to Use Social Cues,Animal Behavior and Cognition,orangutan,5,3,1,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
709,248,"McGuire, Vonk",2018,Gorillas (Gorilla gorilla gorilla) Fail to Learn Abstract Cues of Differential Outcomes in a Novel Cognitive Bias Test,Animal Behavior and Cognition,Western gorilla,3,0,NA,adult,Detroit Zoological Society,no,NA,no
710,309,"Parrish, James, Rossettie, Smith, Otalora-Garcia, Beran",2018,Investigating the Depletion Effect: Self-Control does not Waiver in Capuchin Monkeys,Animal Behavior and Cognition,tufted capuchin,8,4,2,adult,Language Research Center,no,NA,no
711,563,"Beran, Perdue, Kelly, Parrish",2017,What's in a Face (Made of Foods)? Comparing Children's and Monkeys' Perception of Faces in Face-Like Images of Food,Animal Behavior and Cognition,rhesus macaque,6,0,1,adult,Language Research Center,no,NA,no
712,563,"Beran, Perdue, Kelly, Parrish",2017,What's in a Face (Made of Foods)? Comparing Children's and Monkeys' Perception of Faces in Face-Like Images of Food,Animal Behavior and Cognition,tufted capuchin,13,7,1,adult,Language Research Center,no,NA,no
713,416,"Santacà, Regaiolli, Miletto Petrazzini, Spiezio, Agrillo",2017,Preliminary Study to Investigate the Delboeuf Illusion in Ring-tailed Lemurs (Lemur catta): Methodological Challenges,Animal Behavior and Cognition,ring-tailed lemur,9,5,NA,adult,Garda Zoological Park,no,NA,no
714,325,"Adams, Wilkinson, MacDonald",2017,Limits of Spatial Vision in Sumatran Orangutans (Pongo abelii),Animal Behavior and Cognition,orangutan,2,2,4,adult,Toronto Zoo,no,NA,yes
715,540,"McGuire, Vonk, Fuller, Allard",2017,Using an Ambiguous Cue Paradigm to Assess Cognitive Bias in Gorillas (Gorilla gorilla gorilla) during a Forage Manipulation,Animal Behavior and Cognition,Western gorilla,3,0,NA,adult,Detroit Zoological Society,no,NA,no
716,342,Perdue,2017,Mechanisms Underlying Cognitive Bias in Nonhuman Primates,Animal Behavior and Cognition,tufted capuchin,4,NA,NA,NA,Language Research Center,no,NA,no
717,342,Perdue,2017,Mechanisms Underlying Cognitive Bias in Nonhuman Primates,Animal Behavior and Cognition,rhesus macaque,7,NA,NA,NA,Language Research Center,no,NA,no
718,464,"Altschul, Terrace, Weiss",2016,Serial Cognition and Personality in Macaques,Animal Behavior and Cognition,rhesus macaque,9,0,NA,adult,New York State Psychiatric Institute,no,NA,no
719,62,"Parrish, Brosnan, Beran",2015,Capuchin Monkeys Alternate Play and Reward in a Dual Computerized Task,Animal Behavior and Cognition,tufted capuchin,10,4,NA,mixed,Language Research Center,no,NA,no
720,237,"LeFauve, Margulis",2015,Functionality in Tool Use in Western Lowland Gorillas (Gorilla gorilla gorilla),Animal Behavior and Cognition,Western gorilla,3,2,NA,adult,Buffalo Zoo,no,NA,no
721,155,"Parrish, Brosnan, Wilson, Beran",2014,Differential Responding by Rhesus Monkeys (Macaca mulatta) and Humans (Homo sapiens) to Variable Outcomes in the Assurance Game,Animal Behavior and Cognition,rhesus macaque,8,0,NA,adult,Language Research Center,no,NA,no
722,358,"Evans, Beran",2014,Monkeys Wait to Begin a Computer Task when Waiting Makes Their Responses More Effective,Animal Behavior and Cognition,tufted capuchin,9,4,NA,mixed,Language Research Center,no,NA,yes
723,358,"Evans, Beran",2014,Monkeys Wait to Begin a Computer Task when Waiting Makes Their Responses More Effective,Animal Behavior and Cognition,rhesus macaque,8,0,NA,adult,Language Research Center,no,NA,yes
724,401,"Barrett, McElreath, Perry",2017,Pay-off-biased social learning underlies the diffusion of novel extractive foraging traditions in a wild primate,Proceedings of the Royal Society B,white-faced capuchin,21,NA,4,mixed,Reserva Biológica Lomas Barbudal,no,NA,no
725,225,"Pfefferle, Ruiz-Lambides, Widdig",2014,Female rhesus macaques discriminate unfamiliar paternal sisters in playback experiments: support for acoustic phenotype matching,Proceedings of the Royal Society B,rhesus macaque,72,72,NA,adult,Cayo Santiago,no,NA,no
726,144,"Latzman, Taglialatela, Hopkins",2015,Delay of gratification is associated with white matter connectivity in the dorsal prefrontal cortex: a diffusion tensor imaging study in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,49,29,10,adult,Yerkes National Primate Research Center,no,NA,no
727,263,"Saldana, Fagot, Kirby, Smith, Claidière",2019,High-fidelity copying is not necessarily the key to cumulative cultural evolution: a study in monkeys and children,Proceedings of the Royal Society B,Guinea baboon,12,6,NA,adult,CNRS Primate Centre in Rousset-sur-Arc,no,NA,no
728,446,"Rosati, Arre, Platt, Santos",2016,Rhesus monkeys show human-like changes in gaze following across the lifespan,Proceedings of the Royal Society B,rhesus macaque,481,262,NA,mixed,Cayo Santiago,no,NA,no
729,110,"Engelmann, Herrmann, Tomasello",2015,Chimpanzees trust conspecifics to engage in low-cost reciprocity,Proceedings of the Royal Society B,chimpanzee,15,NA,NA,NA,Sweetwaters Chimpanzee Sanctuary,no,NA,no
730,68,Janson,2016,"Capuchins, space, time and memory: an experimental test of what-where-when memory in wild monkeys",Proceedings of the Royal Society B,tufted capuchin,NA,NA,NA,NA,Iguazú Falls National Park,no,NA,no
731,405,"Imura, Kawakami, Shirai, Tomonaga",2017,Perception of the average size of multiple objects in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,5,4,1,adult,Primate Research Institute,no,NA,no
732,5,"Ferrigno, Kornell, Cantlon",2017,A metacognitive illusion in monkeys,Proceedings of the Royal Society B,rhesus macaque,2,0,NA,adult,New York State Psychiatric Institute,no,NA,no
733,226,"Borgeaud, Schnider, Krützen, Bshary",2017,Female vervet monkeys fine-tune decisions on tolerance versus conflict in a communication network,Proceedings of the Royal Society B,vervet monkey,17,17,NA,adult,Inkawu Vervet Project,no,NA,no
734,269,"Herrmann, Haux, Zeidler, Engelmann",2019,Human children but not chimpanzees make irrational decisions driven by social comparison,Proceedings of the Royal Society B,chimpanzee,6,3,NA,adult,Sweetwaters Chimpanzee Sanctuary,no,NA,no
735,269,"Herrmann, Haux, Zeidler, Engelmann",2019,Human children but not chimpanzees make irrational decisions driven by social comparison,Proceedings of the Royal Society B,chimpanzee,9,5,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,no
736,135,"Duguid, Wyman, Bullinger, Herfurth-Majstorovic, Tomasello",2014,Coordination strategies of chimpanzees and human children in a Stag Hunt game,Proceedings of the Royal Society B,chimpanzee,10,6,3,adult,Wolfgang Köhler Primate Research Center,no,NA,no
737,356,"Marciniak, Dicke, Thier",2015,"Monkeys head-gaze following is fast, precise and not fully suppressible",Proceedings of the Royal Society B,rhesus macaque,2,NA,NA,adult,NA,no,NA,no
738,86,"Melis, Tomasello",2019,Chimpanzees (Pan troglodytes) coordinate by communicating in a collaborative problem-solving task,Proceedings of the Royal Society B,chimpanzee,10,6,NA,NA,Sweetwaters Chimpanzee Sanctuary,no,NA,no
739,379,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,chimpanzee,19,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
740,379,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,orangutan,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
741,379,"Lewis, Call, Berntsen",2017,Non-goal-directed recall of specific events in apes after long delays,Proceedings of the Royal Society B,bonobo,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
742,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,Geoffroy's spider monkey,7,NA,NA,mixed,Animaya Zoo,yes,no,no
743,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,tufted capuchin,10,NA,NA,mixed,ISTC-CNR Primate Centre,yes,no,no
744,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,chimpanzee,12,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no
745,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,bonobo,9,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no
746,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,orangutan,5,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no
747,320,"Amici, Visalberghi, Call",2014,"Lack of prosociality in great apes, capuchin monkeys and spider monkeys: convergent evidence from two different food distribution tasks",Proceedings of the Royal Society B,Western gorilla,7,NA,NA,mixed,Wolfgang Köhler Primate Research Center,yes,no,no
748,112,"Sánchez-Amaro, Duguid, Call, Tomasello",2017,"Chimpanzees, bonobos and children successfully coordinate in conflict situations",Proceedings of the Royal Society B,chimpanzee,10,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
749,112,"Sánchez-Amaro, Duguid, Call, Tomasello",2017,"Chimpanzees, bonobos and children successfully coordinate in conflict situations",Proceedings of the Royal Society B,bonobo,6,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
750,494,"Vale, Flynn, Kendal, Rawlings, Hopper, Schapiro, Lambeth, Kendal",2017,Testing differential use of payoff-biased social learning strategies in children and chimpanzees,Proceedings of the Royal Society B,chimpanzee,69,40,NA,mixed,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
751,114,"Warneken, Rosati",2015,Cognitive capacities for cooking in chimpanzees,Proceedings of the Royal Society B,chimpanzee,29,NA,NA,NA,Tchimpounga Chimpanzee Sanctuary,no,NA,no
752,258,"Henkel, Setchell",2018,Group and kin recognition via olfactory cues in chimpanzees (Pan troglodytes),Proceedings of the Royal Society B,chimpanzee,25,17,1,mixed,Wolfgang Köhler Primate Research Center,no,NA,no
753,554,"Wolf, Tomasello",2019,Visually attending to a video together facilitates great ape social closeness,Proceedings of the Royal Society B,chimpanzee,17,10,2,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
754,554,"Wolf, Tomasello",2019,Visually attending to a video together facilitates great ape social closeness,Proceedings of the Royal Society B,bonobo,7,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
755,536,"Wittig, Crockford, Langergraber, Zuberbühler",2014,Triadic social interactions operate across time: a field experiment with wild chimpanzees,Proceedings of the Royal Society B,chimpanzee,16,9,NA,mixed,Budongo Forest Conservation Field Station,no,NA,no
756,96,"Campbell, de Waal",2014,"Chimpanzees empathize with group mates and humans, but not with baboons or unfamiliar chimpanzees",Proceedings of the Royal Society B,chimpanzee,19,18,NA,adult,Yerkes National Primate Research Center,no,NA,no
757,282,"Kulahci, Drea, Rubenstein, Ghazanfar",2014,Individual recognition through olfactory–auditory matching in lemurs,Proceedings of the Royal Society B,ring-tailed lemur,15,8,2,mixed,Duke Lemur Center,no,NA,no
758,242,"Neiworth, Whillock, Kim, Greenberg, Jones, Patel, Steefel-Moore, Shaw, Rupert, Gauer, Kudura",2014,"Gestalt Principle Use in College Students, Children With Autism, Toddlers (Homo sapiens), and Cotton Top Tamarins (Saguinus oedipus)",Journal of Comparative Psychology,cotton-top tamarin,5,3,1,adult,NA,no,NA,no
759,143,"Parrish, Perdue, Stromberg, Bania, Evans, Beran",2014,Delay of Gratification by Orangutans (Pongo pygmaeus) in the Accumulation Task,Journal of Comparative Psychology,orangutan,6,4,NA,adult,Smithsonian’s National Zoological Park,no,NA,no
760,423,"Vale, Flynn, Lambeth, Schapir, Kendal",2014,Public information Use in Chimpanzees (Pan troglodytes) and Children (Homo sampiens),Journal of Comparative Psychology,chimpanzee,32,16,7,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
761,88,"Bullinger, Melis, Tomasello",2014,Chimpanzees (Pan troglodytes) Instrumentally Help But Do Not Communicate in a Mutualistic Cooperative Task,Journal of Comparative Psychology,chimpanzee,13,6,1,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no
762,431,"Garland, Beran, McIntyre, Low",2014,Relative Quantity Judgments Between Discrete Spatial Arrays by Chimpanzees (Pan troglodytes) and New Zealand Robins (Petroica longipes),Journal of Comparative Psychology,chimpanzee,4,2,0,adult,NA,no,NA,no
763,314,"Shibasaki, Nagumo, Koda",2014,Japanese Monkeys (Macaca fuscata) Spontaneously Associate Alarm Calls With Snakes Appearing in the Left Visual Field,Journal of Comparative Psychology,Japanese macaque,16,16,NA,mixed,Primate Research Institute,no,NA,no
764,172,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,yes
765,172,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,rhesus macaque,6,0,NA,adult,Language Research Center,no,NA,yes
766,172,"Agrillo, Parrish, Beran",2014,"Do Primates See the Solitaire Illusion Differently? A Comparative Assessment of Humans (Homo sapiens), Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), and Capuchin
Monkeys (Cebus apella)",Journal of Comparative Psychology,tufted capuchin,7,3,NA,adult,Language Research Center,no,NA,yes
767,19,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,bonobo,7,4,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
768,19,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,chimpanzee,13,9,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
769,19,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,Western gorilla,4,3,0,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
770,19,"Karg, Schmelz, Call, Tomasello",2014,"All Great Ape Species (Gorilla gorilla, Pan paniscus, Pan troglodytes, Pongo abelii) and Two-and-a-Half-Year-Old Children (Homo sapiens) Discriminate Appearance From Reality",Journal of Comparative Psychology,orangutan,5,4,0,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
771,332,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,chimpanzee,4,2,NA,adult,Language Research Center,no,NA,yes
772,332,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,rhesus macaque,7,0,NA,adult,Language Research Center,no,NA,yes
773,332,"Beran, Parrish, Futch, Evans, Perdue",2015,"Looking Ahead? Computerized Maze Task Performance by Chimpanzees (Pan troglodytes), Rhesus Monkeys (Macaca mulatta), Capuchin Monkeys (Cebus apella), and Human Children (Homo sapiens)",Journal of Comparative Psychology,tufted capuchin,8,4,NA,adult,Language Research Center,no,NA,yes
774,52,"Zander, Judge",2015,Brown Capuchin Monkeys (Sapajus apella) Plan Their Movements on a Grasping Task,Journal of Comparative Psychology,tufted capuchin,12,8,NA,mixed,Bucknell University,no,NA,no
775,466,"Byrnit, Høgh-Olesen, Makransky",2015,"Share Your Sweets: Chimpanzee (Pan troglodytes) and Bonobo (Pan paniscus) Willingness to Share Highly Attractive, Monopolizable Food Sources",Journal of Comparative Psychology,chimpanzee,13,8,NA,mixed,Givskud Zoo,no,NA,yes
776,466,"Byrnit, Høgh-Olesen, Makransky",2015,"Share Your Sweets: Chimpanzee (Pan troglodytes) and Bonobo (Pan paniscus) Willingness to Share Highly Attractive, Monopolizable Food Sources",Journal of Comparative Psychology,bonobo,9,7,NA,mixed,Apenheul Primate Park,no,NA,yes
777,284,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,lion-tailed macaque,3,0,0,adult,Bucknell University,yes,yes,yes
778,284,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,hamadryas baboon,1,1,0,adult,Bucknell University,yes,yes,yes
779,284,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,tufted capuchin,8,5,0,mixed,Bucknell University,yes,partial,yes
780,284,"Marsh, Vining, Levendoski, Judge",2015,"Inference by Exclusion in Lion-Tailed Macaques (Macaca silenus), a Hamadryas Baboon (Papio hamadryas), Capuchins (Sapajus apella), and Squirrel Monkeys (Saimiri sciureus)",Journal of Comparative Psychology,common squirrel monkey,4,4,1,adult,Bucknell University,no,NA,yes
781,230,"Herrmann, Tomasello",2015,Focusing and Shifting Attention in Human Children (Homo sapiens) and Chimpanzees (Pan troglodytes),Journal of Comparative Psychology,chimpanzee,26,14,NA,adult,Ngamba Island Chimpanzee Sanctuary,no,NA,no
782,376,"Sterck, Olesen, Massen",2015,No Costly Prosociality Among Related Long-Tailed Macaques (Macaca fascicularis),Journal of Comparative Psychology,long-tailed macaque,16,13,NA,mixed,Biomedical Primate Research Centre,no,NA,no
783,205,"Costes-Thiré, Levé, Uhlrich, Pasquaretta, Marco, Thierry",2015,"Evidence That Monkeys (Macaca tonkeana and Sapajus apella) Read Moves, but no Evidence That They Read Goals",Journal of Comparative Psychology,Tonkean macaque,16,5,NA,mixed,Parco Faunistico Piano dell’Abatino,yes,no,yes
784,205,"Costes-Thiré, Levé, Uhlrich, Pasquaretta, Marco, Thierry",2015,"Evidence That Monkeys (Macaca tonkeana and Sapajus apella) Read Moves, but no Evidence That They Read Goals",Journal of Comparative Psychology,tufted capuchin,12,4,NA,mixed,Parco Faunistico Piano dell’Abatino,yes,no,yes
785,488,"Large, Gray",2015,Spontaneous Tempo and Rhythmic Entrainment in a Bonobo (Pan paniscus),Journal of Comparative Psychology,bonobo,1,1,NA,adult,Jacksonville Zoo and Gardens,no,NA,no
786,442,"Tu, Pani, Hampton",2015,Rhesus Monkeys (Macaca mulatta) Adaptively Adjust Information Seeking in Response to Information Accumulated,Journal of Comparative Psychology,rhesus macaque,6,0,NA,adult,NA,no,NA,no
787,285,"Takahashi, Ueno, Fujita",2015,"Inference in a Social Context: A Comparative Study of Capuchin Monkeys (Cebus apella), Tree Shrews (Tupaia belangeri), Hamsters (Mesocricetus auratus), and Rats (Rattus norvegicus)",Journal of Comparative Psychology,tufted capuchin,4,0,NA,adult,Primate Research Institute,no,NA,no
788,65,"Drayton, Varman, Santos",2016,Capuchins (Cebus apella) are Limited in Their Ability to Infer Others’ Goals Based on Context,Journal of Comparative Psychology,tufted capuchin,8,6,NA,mixed,Comparative Cognition Laboratory at Yale,no,NA,no
789,468,"Truppa, De Simone, De Lillo",2016,Short-Term Memory Effects on Visual Global/Local Processing in Tufted Capuchin Monkeys (Sapajus spp.),Journal of Comparative Psychology,tufted capuchin,4,2,NA,adult,ISTC-CNR Primate Centre,yes,yes,no
790,313,"Kawai, Koda",2016,Japanese Monkeys (Macaca fuscata) Quickly Detect Snakes but Not Spiders: Evolutionary Origins of Fear-Relevant Animals,Journal of Comparative Psychology,Japanese macaque,3,3,NA,mixed,Primate Research Institute,no,NA,no
791,392,Mulcahy,2016,Orangutans (Pongo abelii) Seek Information About Tool Functionality in a Metacognition Tubes Task,Journal of Comparative Psychology,orangutan,3,0,NA,adult,Singapore Zoo,no,NA,no
792,157,"Calcutt, Rubin, Pokorny, de Waal",2017,Discrimination of Emotional Facial Expressions by Tufted Capuchin Monkeys (Sapajus apella),Journal of Comparative Psychology,tufted capuchin,7,6,2,mixed,Yerkes National Primate Research Center,no,NA,no
793,215,"Parrish, James, Beran",2017,Exploring Whether Nonhuman Primates Show a Bias to Overestimate Dense Quantities,Journal of Comparative Psychology,tufted capuchin,15,8,NA,adult,NA,no,NA,no
794,166,"Paukner, Wooddell, Lefevre, Lonsdorf, Lonsdorf",2017,Do Capuchin Monkeys (Sapajus apella) Prefer Symmetrical Face Shapes?,Journal of Comparative Psychology,tufted capuchin,29,14,NA,mixed,Laboratory of Comparative Ethology,no,NA,no
795,31,"Neiworth, London, Flynn, Rupert, Alldritt, Hyde",2017,Artificial Grammar Learning in Tamarins (Saguinus oedipus) in Varying Stimulus Contexts,Journal of Comparative Psychology,cotton-top tamarin,15,9,1,adult,Carleton College,yes,yes,no
796,534,"Jensen, Alkan, Muñoz, Ferrera, Terrace",2017,Transitive Inference in Humans (Homo sapiens) and Rhesus Macaques (Macaca mulatta) After Massed Training of the Last Two List Items,Journal of Comparative Psychology,rhesus macaque,3,0,NA,adult,New York State Psychiatric Institute,no,NA,no
797,547,"Wood, Whiten",2017,Visible Spatial Contiguity of Social Information and Reward Affects Social Learning in Brown Capuchins (Spajus appella) and Children (Homo sapiens),Journal of Comparative Psychology,tufted capuchin,19,6,3,mixed,Edinburgh Zoo,no,NA,no
798,12,"O'Sullivan, Claidière, Caldwell",2017,Action-Matching Biases in Monkeys (Sapajus spp.) in a Stimulus–Response Compatibility Task: Evaluating Experience-Dependent Malleability,Journal of Comparative Psychology,tufted capuchin,8,2,NA,mixed,Edinburgh Zoo,no,NA,no
799,522,"Zakrzewski, Church, Smith",2018,The Transfer of Category Knowledge by Macaques (Macaca mulatta) and Humans (Homo sapiens),Journal of Comparative Psychology,rhesus macaque,2,0,NA,adult,Language Research Center,no,NA,no
800,165,"Takagi, Fujita",2018,Do Capuchin Monkeys (Sapajus apella) Know the Contents of Memory Traces?: A Study of Metamemory for Compound Stimuli,Journal of Comparative Psychology,tufted capuchin,2,0,NA,adult,Kyoto University,no,NA,no
801,276,"Smith, Boomer, Church, Zakrzewski, Beran, Baum",2018,"I Scan, Therefore I Decline: The Time Course of Difficulty Monitoring in Humans (Homo sapiens) and Macaques (Macaca mulatta)",Journal of Comparative Psychology,rhesus macaque,2,0,NA,adult,Language Research Center,no,NA,no
802,513,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,bonobo,8,5,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
803,513,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,chimpanzee,7,6,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
804,513,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,Western gorilla,4,3,NA,adult,Wolfgang Köhler Primate Research Center,no,NA,yes
805,513,"Ebel, Call",2018,"The Interplay of Prior Experience and Motivation in Great Ape Problem-Solving (Gorilla gorilla, Pan paniscus, Pan troglodytes, and Pongo abelii)",Journal of Comparative Psychology,orangutan,6,4,NA,mixed,Wolfgang Köhler Primate Research Center,no,NA,yes
806,228,"Schmidtke, Ammersdörfer, Joly, Zimmermann",2018,First Comparative Approach to Touchscreen-Based Visual Object–Location Paired-Associates Learning in Humans (Homo sapiens) and a Nonhuman Primate (Microcebus murinus),Journal of Comparative Psychology,gray mouse lemur,12,8,NA,mixed,University of Veterinary Medicine Hannover,no,NA,no
807,198,"Kret, Muramatsu, Matsuzawa",2018,Emotion Processing Across and Within Species: A Comparison Between Humans (Homo sapiens) and Chimpanzees (Pan troglodytes),Journal of Comparative Psychology,chimpanzee,8,6,NA,mixed,Kyoto University,no,NA,no
808,486,"Schweinfurth, DeTroy, Van Leeuwen, Call, Haun",2018,Spontaneous Social Tool Use in Chimpanzees (Pan troglodytes),Journal of Comparative Psychology,chimpanzee,1,0,0,adult,Chimfunshi Wildlife Orphanage,no,NA,no
809,495,"Borgeaud, Bshary",2018,Testing for Anticipation of Partners’ Reciprocity and Other Social Parameters: An Experimental Approach in Wild Vervet Monkeys (Chlorocebus pygerythrus),Journal of Comparative Psychology,vervet monkey,17,17,NA,adult,Inkawu Vervet Project,no,NA,no
810,40,"Davis, Schapiro, Lambeth, Wood, Whiten",2019,Behavioral Conservatism is Linked to Complexity of Behavior in Chimpanzees (Pan troglodytes): Implications for Cognition and Cumulative Culture,Journal of Comparative Psychology,chimpanzee,28,19,5,adult,Michale E. Keeling Center for Comparative Medicine and Research,no,NA,no
811,32,"Oh, Šlipogor, Fitch",2019,Artificial Visual Stimuli for Animal Experiments: An Experimental Evaluation in a Prey Capture Context With Common Marmosets (Callithrix jacchus),Journal of Comparative Psychology,common marmoset,10,4,NA,mixed,University of Vienna,no,NA,no
812,412,"Damon, Li, Yan, Li, Guo, Quinn, Pascalis, Méary",2019,Preference for Attractive Faces Is Species-Specific,Journal of Comparative Psychology,rhesus macaque,5,0,NA,mixed,Beijing Normal University,no,NA,no
813,324,"Beran, French, Smith, Parrish",2019,Limited Evidence of Number–Space Mapping in Rhesus Monkeys (Macaca mulatta) and Capuchin Monkeys (Sapajus apella),Journal of Comparative Psychology,rhesus macaque,5,0,0,adult,NA,no,NA,yes
814,324,"Beran, French, Smith, Parrish",2019,Limited Evidence of Number–Space Mapping in Rhesus Monkeys (Macaca mulatta) and Capuchin Monkeys (Sapajus apella),Journal of Comparative Psychology,tufted capuchin,14,9,2,adult,NA,no,NA,yes
